Image_name,index,gps_coordinate
images_00000.png,0,"[-27.50662, 152.91102183333334]"
images_00016.png,1,"[-27.5068295, 152.91210616666666]"
images_00024.png,2,"[-27.506988833333335, 152.91319366666667]"
images_00032.png,3,"[-27.507159333333334, 152.91425483333333]"
images_00048.png,4,"[-27.507730666666667, 152.91510133333333]"
images_00056.png,5,"[-27.508719666666668, 152.9150265]"
images_00064.png,6,"[-27.509649, 152.915298]"
images_00072.png,7,"[-27.509960833333334, 152.91628033333333]"
images_00080.png,8,"[-27.510372666666665, 152.91724533333334]"
images_00092.png,9,"[-27.510839833333332, 152.91812133333335]"
images_00101.png,10,"[-27.511822666666667, 152.91787333333335]"
images_00109.png,11,"[-27.512739833333335, 152.91824216666666]"
images_00116.png,12,"[-27.513262666666666, 152.9190995]"
images_00123.png,13,"[-27.5139735, 152.91987783333335]"
images_00130.png,14,"[-27.514797333333334, 152.92052416666667]"
images_00137.png,15,"[-27.515521833333334, 152.921266]"
images_00144.png,16,"[-27.516138666666667, 152.92214683333333]"
images_00151.png,17,"[-27.516255833333332, 152.92317183333333]"
images_00161.png,18,"[-27.5165715, 152.92421333333334]"
images_00169.png,19,"[-27.5163125, 152.92535183333334]"
images_00175.png,20,"[-27.515864166666667, 152.92629833333334]"
images_00181.png,21,"[-27.515435833333335, 152.9272135]"
images_00187.png,22,"[-27.514992666666668, 152.92815783333333]"
images_00193.png,23,"[-27.514710166666667, 152.9291405]"
images_00200.png,24,"[-27.514711833333333, 152.9301665]"
images_00209.png,25,"[-27.514649833333333, 152.93129066666665]"
images_00216.png,26,"[-27.514508666666668, 152.93236216666668]"
images_00223.png,27,"[-27.5138305, 152.93304833333335]"
images_00230.png,28,"[-27.5128905, 152.93336966666666]"
images_00237.png,29,"[-27.512023, 152.93395333333333]"
images_00244.png,30,"[-27.511186666666667, 152.93458]"
images_00251.png,31,"[-27.510627, 152.93552016666666]"
images_00258.png,32,"[-27.510438, 152.9366005]"
images_00265.png,33,"[-27.510229666666667, 152.93759166666666]"
images_00275.png,34,"[-27.509279333333332, 152.93811066666666]"
images_00299.png,35,"[-27.508243666666665, 152.938493]"
images_00338.png,36,"[-27.507312833333334, 152.938787]"
images_00374.png,37,"[-27.50696183333333, 152.9378315]"
images_00382.png,38,"[-27.5066965, 152.93673683333333]"
images_00390.png,39,"[-27.506677333333332, 152.93558383333334]"
images_00397.png,40,"[-27.50651, 152.934561]"
images_00404.png,41,"[-27.506055833333335, 152.93362866666666]"
images_00411.png,42,"[-27.505306, 152.9328605]"
images_00418.png,43,"[-27.504603333333332, 152.93215666666666]"
images_00425.png,44,"[-27.503722333333332, 152.9317385]"
images_00432.png,45,"[-27.502754333333332, 152.931519]"
images_00439.png,46,"[-27.5018365, 152.93120733333333]"
images_00446.png,47,"[-27.501313833333334, 152.93034633333335]"
images_00453.png,48,"[-27.5007255, 152.92952933333333]"
images_00460.png,49,"[-27.499774833333333, 152.9292095]"
images_00467.png,50,"[-27.498821833333334, 152.92882716666668]"
images_00474.png,51,"[-27.497912499999998, 152.92845633333334]"
images_00481.png,52,"[-27.497035333333333, 152.92797883333333]"
images_00488.png,53,"[-27.496497666666667, 152.927082]"
images_00495.png,54,"[-27.496508833333333, 152.92601583333334]"
images_00502.png,55,"[-27.496540166666666, 152.92496483333332]"
images_00509.png,56,"[-27.496393, 152.92387466666668]"
images_00516.png,57,"[-27.496618333333334, 152.92278633333333]"
images_00523.png,58,"[-27.496827, 152.92171916666666]"
images_00530.png,59,"[-27.497035833333335, 152.9206405]"
images_00540.png,60,"[-27.496991666666666, 152.9195685]"
images_00549.png,61,"[-27.4978575, 152.91924866666668]"
images_00557.png,62,"[-27.498639833333332, 152.91865316666667]"
images_00565.png,63,"[-27.499425, 152.91806533333335]"
images_00573.png,64,"[-27.500310833333334, 152.91773666666666]"
images_00590.png,65,"[-27.500545333333335, 152.91674016666667]"
images_00599.png,66,"[-27.500350833333332, 152.91571083333332]"
images_00613.png,67,"[-27.500188833333333, 152.9145715]"
images_00629.png,68,"[-27.5010045, 152.9140725]"
images_00636.png,69,"[-27.5019125, 152.91370116666667]"
images_00643.png,70,"[-27.5027745, 152.913305]"
images_00650.png,71,"[-27.503733666666665, 152.913204]"
images_00657.png,72,"[-27.504555833333335, 152.91374833333333]"
images_00664.png,73,"[-27.505408833333334, 152.914257]"
images_00671.png,74,"[-27.506327, 152.914683]"
images_00680.png,75,"[-27.507243333333335, 152.914908]"
images_00691.png,76,"[-27.5071335, 152.91380866666665]"
images_00699.png,77,"[-27.506974166666666, 152.91277383333335]"
images_00707.png,78,"[-27.506814, 152.9117045]"
