Image_name,index
frame_00000.png,0
frame_00001.png,1
frame_00002.png,2
frame_00003.png,3
frame_00004.png,4
frame_00005.png,5
frame_00006.png,6
frame_00007.png,7
frame_00008.png,8
frame_00009.png,9
frame_00010.png,10
frame_00014.png,11
frame_00015.png,12
frame_00016.png,13
frame_00017.png,14
frame_00018.png,15
frame_00019.png,16
frame_00020.png,17
frame_00021.png,18
frame_00022.png,19
frame_00023.png,20
frame_00024.png,21
frame_00027.png,22
frame_00028.png,23
frame_00029.png,24
frame_00030.png,25
frame_00031.png,26
frame_00032.png,27
frame_00033.png,28
frame_00034.png,29
frame_00035.png,30
frame_00036.png,31
frame_00037.png,32
frame_00038.png,33
frame_00039.png,34
frame_00040.png,35
frame_00041.png,36
frame_00042.png,37
frame_00043.png,38
frame_00044.png,39
frame_00045.png,40
frame_00049.png,41
frame_00050.png,42
frame_00051.png,43
frame_00052.png,44
frame_00053.png,45
frame_00054.png,46
frame_00055.png,47
frame_00056.png,48
frame_00057.png,49
frame_00058.png,50
frame_00059.png,51
frame_00060.png,52
frame_00061.png,53
frame_00065.png,54
frame_00066.png,55
frame_00067.png,56
frame_00068.png,57
frame_00069.png,58
frame_00070.png,59
frame_00071.png,60
frame_00072.png,61
frame_00073.png,62
frame_00074.png,63
frame_00075.png,64
frame_00076.png,65
frame_00077.png,66
frame_00078.png,67
frame_00079.png,68
frame_00080.png,69
frame_00081.png,70
frame_00082.png,71
frame_00083.png,72
frame_00084.png,73
frame_00085.png,74
frame_00086.png,75
frame_00087.png,76
frame_00088.png,77
