Image_name,index,gps_coordinate
images_00000.png,0,"[-27.5067225, 152.91145283333333]"
images_00008.png,1,"[-27.506890666666667, 152.91253483333332]"
images_00015.png,2,"[-27.507048333333334, 152.91355633333333]"
images_00023.png,3,"[-27.50721, 152.91461666666666]"
images_00040.png,4,"[-27.508089833333333, 152.91508166666668]"
images_00047.png,5,"[-27.509006833333334, 152.91499933333333]"
images_00055.png,6,"[-27.509838666666667, 152.91557283333333]"
images_00062.png,7,"[-27.510031833333333, 152.91657733333332]"
images_00069.png,8,"[-27.510486833333335, 152.91745416666666]"
images_00085.png,9,"[-27.511368833333332, 152.91790716666668]"
images_00092.png,10,"[-27.5123115, 152.917883]"
images_00099.png,11,"[-27.5129725, 152.9186305]"
images_00106.png,12,"[-27.513555666666665, 152.91950233333333]"
images_00113.png,13,"[-27.5143745, 152.92018766666666]"
images_00120.png,14,"[-27.515188166666668, 152.9208455]"
images_00127.png,15,"[-27.515845166666665, 152.9216945]"
images_00134.png,16,"[-27.516278333333332, 152.9226695]"
images_00141.png,17,"[-27.516326333333332, 152.92368266666668]"
images_00151.png,18,"[-27.51652066666667, 152.92469483333332]"
images_00157.png,19,"[-27.516169, 152.92564516666667]"
images_00163.png,20,"[-27.515720833333333, 152.9266015]"
images_00169.png,21,"[-27.515272666666668, 152.9275615]"
images_00175.png,22,"[-27.514838, 152.92854]"
images_00181.png,23,"[-27.514706166666667, 152.92959966666666]"
images_00188.png,24,"[-27.5146775, 152.93076233333332]"
images_00195.png,25,"[-27.514547166666667, 152.93191383333334]"
images_00202.png,26,"[-27.514192333333334, 152.93289933333332]"
images_00209.png,27,"[-27.5132365, 152.93322833333335]"
images_00216.png,28,"[-27.512322333333334, 152.9337175]"
images_00223.png,29,"[-27.511455666666667, 152.93432666666666]"
images_00230.png,30,"[-27.510763666666666, 152.93517616666668]"
images_00237.png,31,"[-27.510484, 152.93626333333333]"
images_00244.png,32,"[-27.510310166666667, 152.93726933333335]"
images_00253.png,33,"[-27.509653666666665, 152.93797566666666]"
images_00261.png,34,"[-27.508751166666666, 152.93830316666666]"
images_00269.png,35,"[-27.507886166666665, 152.93862083333335]"
images_00290.png,36,"[-27.50704, 152.9382335]"
images_00298.png,37,"[-27.506785166666667, 152.937169]"
images_00305.png,38,"[-27.506671833333332, 152.93615516666668]"
images_00312.png,39,"[-27.506595666666666, 152.93510416666666]"
images_00319.png,40,"[-27.506364833333333, 152.9340565]"
images_00326.png,41,"[-27.505681166666665, 152.93322766666665]"
images_00333.png,42,"[-27.504958666666667, 152.93249983333334]"
images_00340.png,43,"[-27.50419, 152.93185883333334]"
images_00347.png,44,"[-27.503219333333334, 152.93163233333334]"
images_00354.png,45,"[-27.502239833333334, 152.93136733333333]"
images_00361.png,46,"[-27.501489666666668, 152.9307555]"
images_00368.png,47,"[-27.5010295, 152.92980716666668]"
images_00375.png,48,"[-27.500156166666667, 152.929303]"
images_00381.png,49,"[-27.499283666666667, 152.929016]"
images_00388.png,50,"[-27.498332333333334, 152.92861333333335]"
images_00395.png,51,"[-27.497400166666665, 152.92822916666665]"
images_00402.png,52,"[-27.496730666666668, 152.92753033333332]"
images_00409.png,53,"[-27.496416166666666, 152.92651616666666]"
images_00416.png,54,"[-27.496595666666668, 152.92546583333333]"
images_00423.png,55,"[-27.496354333333333, 152.9244035]"
images_00430.png,56,"[-27.496512166666665, 152.9232825]"
images_00437.png,57,"[-27.49673616666667, 152.92215816666666]"
images_00444.png,58,"[-27.4969515, 152.921091]"
images_00451.png,59,"[-27.497012666666667, 152.92005416666666]"
images_00465.png,60,"[-27.497677666666668, 152.9193255]"
images_00473.png,61,"[-27.498494833333332, 152.91878283333332]"
images_00481.png,62,"[-27.499255333333334, 152.9181325]"
images_00489.png,63,"[-27.5001685, 152.91779]"
images_00506.png,64,"[-27.500581666666665, 152.91688916666666]"
images_00515.png,65,"[-27.5003875, 152.91584283333333]"
images_00528.png,66,"[-27.5002275, 152.91476066666667]"
images_00543.png,67,"[-27.5009795, 152.91407633333333]"
images_00551.png,68,"[-27.501952, 152.91369533333332]"
images_00558.png,69,"[-27.50282766666667, 152.91329083333332]"
images_00565.png,70,"[-27.503752166666665, 152.913209]"
images_00572.png,71,"[-27.504569166666666, 152.91374583333334]"
images_00579.png,72,"[-27.505395666666665, 152.9142315]"
images_00586.png,73,"[-27.506317166666665, 152.91466183333333]"
images_00596.png,74,"[-27.507225666666667, 152.9149165]"
images_00607.png,75,"[-27.507141333333333, 152.913792]"
images_00615.png,76,"[-27.506981666666668, 152.91271966666667]"
images_00624.png,77,"[-27.50681, 152.91161516666668]"
